,avg,count,sum,avg_real,count_real,sum_real
14.0,64.8463585843538,0.9815918281674385,63.65265567281711,17.2,1.0,17.2
16.0,65.33945177929574,1.053878292441368,68.85982987021931,25.64,1.0,25.64
20.0,65.34000003651542,1.0974111966788769,71.70484763107025,9.89,1.0,9.89
22.0,65.34000000871119,1.1256015859544277,73.54680763606763,108.82,1.0,108.82
25.0,65.33973087732701,1.900719478726387,124.19249921327541,12.775,2.0,25.55
28.0,65.34000005669643,0.9635970927774906,62.961434096713745,62.29,1.0,62.29
31.0,65.34000008417881,1.1083835735917091,72.4217827917847,8.5,1.0,8.5
32.0,65.3261663130252,0.8646680042147636,56.48544584888522,21.76,1.0,21.76
40.0,65.34000005556116,1.1619774624705315,75.92360746238535,13.46,1.0,13.46
43.0,65.13639525506521,2.034849673509598,132.54277261836157,49.7,2.0,99.4
50.0,65.340000004943,1.0086334310472012,65.90410838960979,43.64,1.0,43.64
80.0,27.310097911623036,0.8915288373827934,24.34773983995954,15.82,1.0,15.82
86.0,17.97990302375155,0.9187779389321804,16.519538242362927,22.34,1.0,22.34
92.0,20.953152701088438,1.0990113951265812,23.0277535823235,29.14,1.0,29.14
94.0,64.5962752605037,1.801316998898983,116.35836869230315,74.96,2.0,149.92
